,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2473764,8527114,HV204656,03/19/2012 12:30:00 PM,049XX W OHIO ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1532,15.0,37.0,25.0,18,1143229.0,1903538.0,2012,02/04/2016 06:33:39 AM,41.891347851,-87.7494424,"(41.891347851, -87.7494424)"
4196599,21352,HX239919,04/28/2014 02:51:00 AM,040XX W MAYPOLE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,True,True,1114,11.0,28.0,26.0,01A,1149200.0,1901141.0,2014,08/17/2015 03:03:40 PM,41.884656631,-87.727575684,"(41.884656631, -87.727575684)"
2734067,8939472,HV611057,12/20/2012 02:40:00 PM,030XX N ALLEN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,1412,14.0,35.0,21.0,26,1152979.0,1919834.0,2012,02/04/2016 06:33:39 AM,41.935877876,-87.713202281,"(41.935877876, -87.713202281)"
6126752,10656934,HZ406633,08/25/2016 11:00:00 AM,084XX S MORGAN ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,613,6.0,21.0,71.0,26,1171122.0,1848761.0,2016,09/01/2016 03:52:03 PM,41.74046775,-87.648607773,"(41.74046775, -87.648607773)"
2970240,9319159,HW463458,09/01/2013 09:00:00 AM,056XX N SPAULDING AVE,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,APARTMENT,False,False,1711,17.0,39.0,13.0,06,1153356.0,1937461.0,2013,02/04/2016 06:33:39 AM,41.984240028,-87.711346552,"(41.984240028, -87.711346552)"
3218455,9741541,HX392052,08/18/2014 06:40:00 AM,009XX S INDEPENDENCE BLVD,0560,ASSAULT,SIMPLE,APARTMENT,True,False,1133,11.0,24.0,29.0,08A,1151402.0,1895644.0,2014,02/04/2016 06:33:39 AM,41.869529323,-87.719633902,"(41.869529323, -87.719633902)"
3387022,10115439,HY304225,06/16/2015 09:00:00 AM,065XX S FRANCISCO AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,831,8.0,15.0,66.0,05,1158172.0,1861162.0,2015,08/17/2015 03:03:40 PM,41.774770965,-87.695718719,"(41.774770965, -87.695718719)"
3422260,10177398,HY365446,08/01/2015 07:00:00 PM,066XX S RHODES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,321,3.0,20.0,42.0,14,1181041.0,1861180.0,2015,08/17/2015 03:03:40 PM,41.774324493,-87.611884268,"(41.774324493, -87.611884268)"
2907612,9217845,HW364597,07/16/2013 06:30:00 AM,049XX W CONGRESS PKWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1533,15.0,24.0,25.0,08B,1143739.0,1897233.0,2013,02/04/2016 06:33:39 AM,41.87403663,-87.747727395,"(41.87403663, -87.747727395)"
2500829,8572021,HV246633,04/17/2012 07:30:00 PM,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA TRAIN,True,False,1122,11.0,28.0,27.0,11,1151988.0,1901284.0,2012,02/04/2016 06:33:39 AM,41.884994578,-87.71733391,"(41.884994578, -87.71733391)"
6098483,10605302,HZ356891,07/20/2016 02:26:00 PM,044XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1113,11.0,28.0,26.0,08B,1146814.0,1898317.0,2016,07/27/2016 03:52:26 PM,41.87695313,-87.736409628,"(41.87695313, -87.736409628)"
2716870,8910833,HV583690,11/30/2012 08:44:00 PM,049XX N DAMEN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,True,False,2032,20.0,47.0,4.0,15,1162113.0,1932888.0,2012,02/04/2016 06:33:39 AM,41.971512514,-87.679267934,"(41.971512514, -87.679267934)"
2689841,8867690,HV541580,10/30/2012 11:15:00 PM,042XX W CHICAGO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1111,11.0,28.0,23.0,18,1148079.0,1904999.0,2012,02/04/2016 06:33:39 AM,41.895265045,-87.731592842,"(41.895265045, -87.731592842)"
3486350,10288149,HY476613,10/26/2015 12:05:00 AM,059XX W IOWA ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1511,15.0,29.0,25.0,05,1136627.0,1905391.0,2015,11/02/2015 03:57:35 PM,41.896553442,-87.773644396,"(41.896553442, -87.773644396)"
3179691,9678503,HX328515,07/02/2014 05:00:00 PM,018XX N WOLCOTT AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1434,14.0,32.0,22.0,06,1163395.0,1912361.0,2014,02/04/2016 06:33:39 AM,41.915158365,-87.675133455,"(41.915158365, -87.675133455)"
3103414,9547798,HX200124,03/26/2014 07:00:00 PM,055XX S SHIELDS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,711,7.0,3.0,68.0,14,1174914.0,1868159.0,2014,02/04/2016 06:33:39 AM,41.793614467,-87.634136585,"(41.793614467, -87.634136585)"
2816391,9074680,HW219201,04/04/2013 02:21:00 PM,052XX N BROADWAY,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,True,False,2023,20.0,48.0,77.0,08A,1167365.0,1935030.0,2013,02/04/2016 06:33:39 AM,41.977278576,-87.659893818,"(41.977278576, -87.659893818)"
3050011,9451149,HX104571,01/05/2014 05:30:00 PM,070XX S MICHIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,322,3.0,6.0,69.0,05,1178380.0,1858380.0,2014,02/04/2016 06:33:39 AM,41.766701839,-87.621723869,"(41.766701839, -87.621723869)"
6187727,10748536,HZ509554,11/10/2016 03:16:00 AM,001XX S PARKSIDE AVE,0820,THEFT,$500 AND UNDER,ALLEY,False,True,1513,15.0,29.0,25.0,06,1138633.0,1898921.0,2016,11/17/2016 03:55:00 PM,41.87876279,-87.766433586,"(41.87876279, -87.766433586)"
2773100,9002656,HW149522,02/08/2013 08:45:00 PM,019XX E 73RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,333,3.0,5.0,43.0,14,1190597.0,1856955.0,2013,02/04/2016 06:33:39 AM,41.762505435,-87.576990399,"(41.762505435, -87.576990399)"
4057528,10441894,HZ180554,03/08/2016 11:45:00 PM,036XX W CORTLAND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2535,25.0,26.0,22.0,14,1151955.0,1912385.0,2016,03/15/2016 03:54:40 PM,41.915457451,-87.717162305,"(41.915457451, -87.717162305)"
2457474,8501339,HV177964,02/23/2012 08:00:00 PM,019XX N LEAVITT ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1434,14.0,32.0,22.0,05,1161382.0,1913082.0,2012,02/04/2016 06:33:39 AM,41.917178995,-87.68250889,"(41.917178995, -87.68250889)"
6092004,10594882,HZ346208,07/12/2016 03:31:00 PM,045XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2533,25.0,37.0,23.0,06,1145953.0,1910249.0,2016,07/19/2016 04:00:08 PM,41.90971226,-87.73926766,"(41.90971226, -87.73926766)"
3536971,10374095,HZ110499,01/10/2016 06:50:00 AM,023XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2525,25.0,35.0,22.0,08B,1151326.0,1915216.0,2016,01/17/2016 04:04:13 PM,41.923238345,-87.719398749,"(41.923238345, -87.719398749)"
2754806,8972512,HW119901,01/16/2013 03:00:00 PM,058XX S WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,232,2.0,20.0,40.0,05,1177714.0,1866297.0,2013,02/04/2016 06:33:39 AM,41.788442006,-87.623925611,"(41.788442006, -87.623925611)"
6103933,10614072,HZ366882,07/27/2016 02:54:00 PM,071XX S CARPENTER ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,733,7.0,17.0,68.0,26,1170548.0,1857497.0,2016,08/03/2016 03:52:15 PM,41.764452999,-87.6504568,"(41.764452999, -87.6504568)"
2451370,8491632,HV167446,02/10/2012 02:00:00 PM,004XX E ONTARIO ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,1834,18.0,42.0,8.0,26,1179469.0,1904582.0,2012,02/04/2016 06:33:39 AM,41.893458795,-87.616318841,"(41.893458795, -87.616318841)"
6088636,10590016,HZ340662,07/08/2016 11:20:00 AM,097XX S HARVARD AVE,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,False,511,5.0,21.0,49.0,08A,1175675.0,1840300.0,2016,07/15/2016 03:49:41 PM,41.717149024,-87.632178642,"(41.717149024, -87.632178642)"
3027102,9411893,HW555318,12/02/2013 10:15:00 AM,011XX S HOMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PRIVATE, BUILDING",False,False,1133,11.0,24.0,29.0,14,1153879.0,1894754.0,2013,02/04/2016 06:33:39 AM,41.867038112,-87.710563803,"(41.867038112, -87.710563803)"
6144433,10684034,HZ435914,09/15/2016 08:30:00 AM,003XX S HOYNE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1225,12.0,2.0,28.0,07,1162464.0,1898377.0,2016,09/22/2016 03:56:38 PM,41.876804723,-87.678945695,"(41.876804723, -87.678945695)"
6061911,10549741,HZ296377,06/06/2016 07:30:00 PM,009XX N HAMLIN AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,True,False,1112,11.0,27.0,23.0,26,1150884.0,1905904.0,2016,06/13/2016 03:54:00 PM,41.897694011,-87.721266986,"(41.897694011, -87.721266986)"
882348,9996681,HY187014,03/14/2015 12:00:00 AM,0000X W HUBBARD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESTAURANT,False,False,1831,18.0,42.0,8.0,11,1176107.0,1903313.0,2015,08/17/2015 03:03:40 PM,41.890053025,-87.628704402,"(41.890053025, -87.628704402)"
6186713,10747742,HZ509114,11/08/2016 07:00:00 PM,037XX N SPRINGFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,1732,17.0,30.0,16.0,05,1149730.0,1924467.0,2016,11/15/2016 03:54:59 PM,41.948655073,-87.72502187,"(41.948655073, -87.72502187)"
2717000,8910978,HV584031,11/29/2012 03:00:00 PM,033XX W LAWRENCE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,False,False,1713,17.0,33.0,14.0,14,1153007.0,1931688.0,2012,02/04/2016 06:33:39 AM,41.968405527,-87.712783941,"(41.968405527, -87.712783941)"
2854934,9135519,HW280353,05/18/2013 04:44:00 PM,006XX E 47TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,221,2.0,4.0,38.0,06,1181503.0,1873998.0,2013,02/04/2016 06:33:39 AM,41.809487578,-87.609795215,"(41.809487578, -87.609795215)"
6200575,10771902,HZ537613,11/19/2016 07:00:00 PM,089XX S WESTERN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,2221,22.0,19.0,72.0,11,1161923.0,1845555.0,2016,12/05/2016 03:52:10 PM,41.731865892,-87.682400908,"(41.731865892, -87.682400908)"
3176879,9673506,HX323487,06/28/2014 11:00:00 PM,035XX S MICHIGAN AVE,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,RESIDENCE,False,True,213,2.0,3.0,35.0,02,1177772.0,1881692.0,2014,02/04/2016 06:33:39 AM,41.830685937,-87.62324655,"(41.830685937, -87.62324655)"
3504510,10320134,HY509116,11/20/2015 05:50:00 PM,019XX W 33RD ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,912,9.0,11.0,59.0,06,1163830.0,1882804.0,2015,11/27/2015 03:56:06 PM,41.834042232,-87.674368991,"(41.834042232, -87.674368991)"
3071305,9489434,HX143028,02/07/2014 11:00:00 AM,032XX S GREEN ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,False,True,913,9.0,11.0,60.0,07,1171228.0,1883590.0,2014,02/04/2016 06:33:39 AM,41.836040146,-87.647201018,"(41.836040146, -87.647201018)"
859155,9954515,HY142979,02/07/2015 09:30:00 AM,041XX W 25TH PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,1013,10.0,22.0,30.0,26,1149381.0,1886738.0,2015,08/17/2015 03:03:40 PM,41.845129574,-87.727284398,"(41.845129574, -87.727284398)"
3415134,10164809,HY353233,07/24/2015 03:19:00 AM,116XX S MICHIGAN AVE,031A,ROBBERY,ARMED: HANDGUN,GAS STATION,False,False,532,5.0,9.0,53.0,03,1178927.0,1827640.0,2015,08/17/2015 03:03:40 PM,41.682334926,-87.620651734,"(41.682334926, -87.620651734)"
6088056,10589239,HZ339974,07/07/2016 06:41:00 PM,071XX S PERRY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,731,7.0,6.0,69.0,18,1176637.0,1857522.0,2016,07/14/2016 03:51:03 PM,41.764386784,-87.628138383,"(41.764386784, -87.628138383)"
3542605,10384600,HZ121090,12/08/2015 10:08:00 AM,016XX N HARLEM AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2513,25.0,36.0,25.0,06,1127853.0,1909983.0,2015,04/15/2016 03:49:27 PM,41.909307068,-87.80576669,"(41.909307068, -87.80576669)"
3528627,10360255,HY551874,12/27/2015 05:10:00 PM,032XX W CERMAK RD,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,1024,10.0,22.0,30.0,03,1154946.0,1889190.0,2015,01/03/2016 03:52:53 PM,41.851748568,-87.706795743,"(41.851748568, -87.706795743)"
2857890,9139799,HW285084,05/21/2013 06:20:00 PM,025XX S CALIFORNIA AVE,0460,BATTERY,SIMPLE,STREET,False,False,1033,10.0,12.0,30.0,08B,1158107.0,1887103.0,2013,02/04/2016 06:33:39 AM,41.845957735,-87.695250934,"(41.845957735, -87.695250934)"
6157235,10701932,HZ457724,10/02/2016 01:02:00 AM,085XX S PAULINA ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,614,6.0,18.0,71.0,08B,1166498.0,1848116.0,2016,10/09/2016 03:49:15 PM,41.738797488,-87.665567981,"(41.738797488, -87.665567981)"
2797282,9043444,HW189042,01/01/2013 09:00:00 AM,048XX W ADAMS ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1533,15.0,28.0,25.0,06,1144109.0,1898892.0,2013,02/04/2016 06:33:39 AM,41.878582195,-87.746327253,"(41.878582195, -87.746327253)"
2592977,8714330,HV390651,07/19/2012 09:00:00 AM,067XX S SANGAMON ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,723,7.0,17.0,68.0,05,1171140.0,1860077.0,2012,02/04/2016 06:33:39 AM,41.771519919,-87.648211644,"(41.771519919, -87.648211644)"
2657980,8817921,HV491191,09/25/2012 02:55:00 PM,073XX S SOUTH SHORE DR,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,334,3.0,7.0,43.0,26,1195328.0,1857205.0,2012,02/04/2016 06:33:39 AM,41.763075995,-87.559642688,"(41.763075995, -87.559642688)"
3357128,10064215,HY252454,05/08/2015 04:00:00 PM,033XX N KENNETH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1731,17.0,31.0,16.0,08B,1146127.0,1921767.0,2015,08/17/2015 03:03:40 PM,41.941315447,-87.738334846,"(41.941315447, -87.738334846)"
4031169,10404436,HZ140958,02/05/2016 02:20:00 AM,049XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,2024,20.0,46.0,3.0,06,1168735.0,1933270.0,2016,02/12/2016 03:59:22 PM,41.972419422,-87.654906985,"(41.972419422, -87.654906985)"
2716108,8909560,HV582644,11/30/2012 09:00:00 AM,021XX W ARMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1434,14.0,32.0,22.0,14,1161839.0,1913272.0,2012,02/04/2016 06:33:39 AM,41.917690839,-87.680824559,"(41.917690839, -87.680824559)"
2950079,9287106,HW431470,08/30/2013 12:30:00 PM,016XX W 80TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,611,6.0,21.0,71.0,26,1166887.0,1851663.0,2013,02/04/2016 06:33:39 AM,41.748522674,-87.664041683,"(41.748522674, -87.664041683)"
853338,9942836,HY131228,01/28/2015 12:34:00 AM,045XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,922,9.0,12.0,61.0,18,1161125.0,1874604.0,2015,08/17/2015 03:03:40 PM,41.811596987,-87.684521509,"(41.811596987, -87.684521509)"
3337822,10029607,HY219629,04/12/2015 08:11:00 PM,012XX S SAWYER AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,True,False,1022,10.0,24.0,29.0,08A,1154893.0,1894188.0,2015,08/17/2015 03:03:40 PM,41.8654647,-87.706856419,"(41.8654647, -87.706856419)"
3442456,10213709,HY399864,08/27/2015 05:43:00 PM,038XX W LEXINGTON ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,1133,11.0,24.0,26.0,24,1150854.0,1896422.0,2015,09/10/2015 11:43:14 AM,41.871674977,-87.721625422,"(41.871674977, -87.721625422)"
6193681,10757233,HZ520248,11/18/2016 11:00:00 AM,052XX S MARSHFIELD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,RESIDENTIAL YARD (FRONT/BACK),False,False,932,9.0,16.0,61.0,03,1166233.0,1869879.0,2016,11/25/2016 03:52:04 PM,41.79852369,-87.665920163,"(41.79852369, -87.665920163)"
2881354,9177892,HW322786,06/15/2013 02:00:00 PM,052XX S MILLARD AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",COMMERCIAL / BUSINESS OFFICE,False,False,822,8.0,23.0,62.0,07,1152929.0,1869592.0,2013,02/04/2016 06:33:39 AM,41.798009217,-87.714716614,"(41.798009217, -87.714716614)"
3205902,9721544,HX371670,08/02/2014 11:20:00 PM,023XX W PERSHING RD,2022,NARCOTICS,POSS: COCAINE,VEHICLE NON-COMMERCIAL,True,False,912,9.0,11.0,59.0,18,1161720.0,1878772.0,2014,02/04/2016 06:33:39 AM,41.823022125,-87.682223226,"(41.823022125, -87.682223226)"
856353,9947950,HY136649,02/01/2015 09:33:00 PM,008XX S INDEPENDENCE BLVD,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,False,False,1133,11.0,24.0,26.0,04B,1151229.0,1895983.0,2015,08/17/2015 03:03:40 PM,41.87046297,-87.720260149,"(41.87046297, -87.720260149)"
3034535,9424951,HW568262,12/12/2013 01:10:00 PM,091XX S MARQUETTE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,423,4.0,7.0,48.0,14,1195849.0,1844788.0,2013,02/04/2016 06:33:39 AM,41.7289899,-87.558143165,"(41.7289899, -87.558143165)"
849646,9936197,HY125035,01/22/2015 08:00:00 PM,079XX S WOODLAWN AVE,0820,THEFT,$500 AND UNDER,CTA BUS,False,False,411,4.0,8.0,45.0,06,1185587.0,1852779.0,2015,08/17/2015 03:03:40 PM,41.751165501,-87.595483806,"(41.751165501, -87.595483806)"
2759312,8979516,HW126911,01/22/2013 10:20:00 AM,071XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,324,3.0,8.0,43.0,08B,1188772.0,1857892.0,2013,02/04/2016 06:33:39 AM,41.765120483,-87.583649257,"(41.765120483, -87.583649257)"
810905,10540705,HZ285826,05/29/2016 05:00:00 PM,090XX S DAUPHIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,633,6.0,8.0,44.0,14,1183681.0,1845050.0,2016,06/06/2016 03:48:33 PM,41.730000924,-87.602708728,"(41.730000924, -87.602708728)"
2792007,9032445,HW180553,03/05/2013 06:45:00 PM,047XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1113,11.0,28.0,25.0,11,1144633.0,1901791.0,2013,02/04/2016 06:33:39 AM,41.886527546,-87.744330153,"(41.886527546, -87.744330153)"
2620752,8758829,HV433645,08/16/2012 07:40:00 PM,0000X W 87TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,634,6.0,21.0,44.0,11,1177549.0,1847286.0,2012,02/04/2016 06:33:39 AM,41.736277427,-87.62510451,"(41.736277427, -87.62510451)"
2625699,8766335,HV441125,08/17/2012 05:00:00 PM,063XX S COTTAGE GROVE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),False,False,312,3.0,20.0,42.0,11,1182655.0,1863050.0,2012,02/04/2016 06:33:39 AM,41.779418642,-87.605909707,"(41.779418642, -87.605909707)"
853914,9943979,HY132468,01/29/2015 03:30:00 AM,051XX W JACKSON BLVD,0810,THEFT,OVER $500,OTHER,False,False,1533,15.0,28.0,25.0,06,1142017.0,1898181.0,2015,08/17/2015 03:03:40 PM,41.876670128,-87.754026367,"(41.876670128, -87.754026367)"
2464172,8512260,HV189207,03/08/2012 08:45:00 PM,079XX S VINCENNES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,True,621,6.0,17.0,44.0,08B,1175003.0,1852462.0,2012,02/04/2016 06:33:39 AM,41.750538141,-87.634278086,"(41.750538141, -87.634278086)"
2676992,8848078,HV521418,10/16/2012 07:30:00 PM,0000X S ST LOUIS AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,1123,11.0,28.0,27.0,03,1153022.0,1899542.0,2012,02/04/2016 06:33:39 AM,41.880193919,-87.713583068,"(41.880193919, -87.713583068)"
3023502,9406321,HW549687,11/26/2013 04:00:00 PM,0000X S LEAVITT ST,0810,THEFT,OVER $500,RESIDENCE-GARAGE,False,False,1223,12.0,2.0,28.0,06,1161749.0,1899869.0,2013,02/04/2016 06:33:39 AM,41.880913833,-87.68152935,"(41.880913833, -87.68152935)"
2483582,8544151,HV219789,02/27/2012 03:08:00 PM,012XX W FULLERTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,False,1932,19.0,32.0,7.0,07,1167766.0,1916085.0,2012,02/04/2016 06:33:39 AM,41.925284057,-87.658967358,"(41.925284057, -87.658967358)"
2943513,9276666,HW421011,08/23/2013 09:54:00 PM,027XX E 74TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,True,False,334,3.0,7.0,43.0,18,1195652.0,1857015.0,2013,02/04/2016 06:33:39 AM,41.762546619,-87.558461468,"(41.762546619, -87.558461468)"
4064192,10449553,HZ188837,03/16/2016 12:35:00 AM,037XX N FRANCISCO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1733,17.0,33.0,16.0,08B,1156384.0,1924785.0,2016,03/23/2016 03:49:28 PM,41.949395489,-87.700554268,"(41.949395489, -87.700554268)"
3363975,10075117,HY264218,05/17/2015 04:00:00 PM,050XX S BLACKSTONE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,222,2.0,4.0,39.0,14,1186773.0,1871949.0,2015,08/17/2015 03:03:40 PM,41.803741602,-87.590530977,"(41.803741602, -87.590530977)"
2911308,9224225,HW370599,07/20/2013 04:00:00 AM,058XX W NEWPORT AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,False,False,1633,16.0,38.0,15.0,04A,1136812.0,1922344.0,2013,02/04/2016 06:33:39 AM,41.943071112,-87.772557749,"(41.943071112, -87.772557749)"
3404284,10145353,HY333986,07/02/2015 11:00:00 AM,099XX S VAN VLISSINGEN RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,431,4.0,7.0,51.0,11,1191810.0,1839371.0,2015,08/17/2015 03:03:40 PM,41.714223976,-87.573113953,"(41.714223976, -87.573113953)"
3296133,9874268,HX525168,11/30/2014 09:00:00 AM,014XX S SPAULDING AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1021,10.0,24.0,29.0,05,1154598.0,1892853.0,2014,02/04/2016 06:33:39 AM,41.861807216,-87.707975081,"(41.861807216, -87.707975081)"
2424596,8449289,HV127456,01/22/2012 12:30:00 PM,009XX E 100TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,511,5.0,8.0,50.0,08B,1184502.0,1838393.0,2012,02/04/2016 06:33:39 AM,41.711714175,-87.59990895,"(41.711714175, -87.59990895)"
3243926,9786064,HX435000,09/05/2014 11:45:00 AM,072XX S LANGLEY AVE,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,False,False,323,3.0,6.0,69.0,05,1182149.0,1857129.0,2014,02/04/2016 06:33:39 AM,41.763182571,-87.607947822,"(41.763182571, -87.607947822)"
2553988,8654962,HV329139,06/11/2012 11:37:00 AM,070XX S WESTERN AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,False,False,832,8.0,17.0,66.0,08B,1161594.0,1857832.0,2012,02/04/2016 06:33:39 AM,41.765562666,-87.683266378,"(41.765562666, -87.683266378)"
2620648,8758711,HV433367,08/16/2012 04:30:00 PM,009XX W WILLOW ST,0890,THEFT,FROM BUILDING,CLEANING STORE,False,False,1813,18.0,43.0,7.0,06,1169483.0,1911899.0,2012,02/04/2016 06:33:39 AM,41.913760224,-87.652780391,"(41.913760224, -87.652780391)"
2730136,8932859,HV604919,12/16/2012 10:35:00 AM,018XX N WHIPPLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1421,14.0,26.0,22.0,14,1155576.0,1912157.0,2012,02/04/2016 06:33:39 AM,41.914759643,-87.703865172,"(41.914759643, -87.703865172)"
6207184,10777241,HZ543848,12/07/2016 05:00:00 PM,037XX N KENNETH AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,1731,17.0,38.0,16.0,26,1145762.0,1924595.0,2016,12/14/2016 03:54:55 PM,41.949082669,-87.73960438,"(41.949082669, -87.73960438)"
3166396,9655929,HX305054,06/15/2014 09:30:00 PM,055XX S KEDVALE AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,813,8.0,13.0,62.0,08B,1149641.0,1867641.0,2014,02/04/2016 06:33:39 AM,41.792719675,-87.726824911,"(41.792719675, -87.726824911)"
4041426,10418695,HZ156606,02/18/2016 09:10:00 PM,0000X E 110TH ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,True,False,513,5.0,9.0,49.0,16,1178659.0,1832040.0,2016,02/25/2016 03:59:51 PM,41.694415246,-87.621499674,"(41.694415246, -87.621499674)"
